user_type,sleep_hours,sleep_quality,screen_time,workload,energy_level,stress_level,previous_focus_hours,eye_strain,eye_discomfort,head_discomfort,mental_fatigue,neck_back_discomfort,difficulty_concentrating,focus_hours
Student,5.030673148250999,3,8.509750882072984,5,3,4,1.6371076843979702,1,1,2,5,5,5,0.0
Student,8.629569067929133,5,3.4098159441463807,5,5,2,5.235008663741814,2,1,1,3,0,0,6.34830640202849
Student,6.603551729853334,1,8.17424602702922,2,1,5,2.2040961649397954,3,2,5,2,4,5,0.0
Student,6.536335641854334,4,6.837451093071785,3,5,2,3.193676850470717,1,1,1,3,4,0,1.5478660372689501
Student,7.311776326374097,5,2.6159483644070223,4,5,1,5.0474918493592815,1,2,0,4,0,1,5.817736327098354
Student,6.879447573206258,5,4.2899474872203776,2,4,2,3.7331867292110297,1,2,2,0,2,0,3.978947719819096
Professional,6.665487428572044,1,5.372353994342679,4,2,4,3.7428155533895637,1,0,3,4,3,5,0.0
Professional,4.590471510038395,3,8.562353686754847,4,1,4,3.967675637943952,2,1,1,5,4,5,0.0
Student,4.18931438565939,2,11.946184138863543,4,1,5,2.7652730490855717,4,3,1,5,5,5,0.0
Professional,7.032477983898663,5,5.585050375143094,4,5,2,6.1219633550856845,2,1,1,3,3,0,4.355163614752786
Student,6.769973977415016,3,3.4389872508397445,3,5,2,4.929455236139165,0,1,2,2,1,0,5.1886533939539135
Professional,5.17983753447832,3,9.729860956925128,5,2,5,1.5830754083482859,3,3,2,5,3,5,0.0
Student,6.593544022102423,3,8.504968103275138,3,2,4,1.140027258424539,2,3,3,3,3,5,0.0
Student,5.173661547057885,2,9.405499406039697,5,3,5,3.257703166919767,3,3,3,5,3,5,0.0
Professional,4.749942398498619,1,11.575853144727315,5,3,4,2.2331487844535887,4,5,1,4,5,5,0.0
Professional,6.026625675658727,3,8.977949704363997,5,3,5,1.1402505559635667,2,3,2,5,3,5,0.0
Professional,4.746150613698454,1,5.562188723069863,2,1,5,3.478034051498863,3,2,4,3,3,5,0.0
Student,6.642123349646974,5,6.466103195926038,2,5,3,4.642684074313063,2,1,1,2,3,0,4.259268640730343
Professional,7.961357088969839,4,6.72058631557028,2,4,2,4.720413203294994,3,2,0,1,2,0,5.740246718554105
Student,7.67602437542761,4,5.150385300732983,4,4,2,7.924459205333484,2,2,2,1,2,0,5.955718832277056
Professional,6.356117147044278,2,9.529771250058605,3,2,5,3.43471023422405,2,3,3,4,3,5,0.0
Student,8.24128407482993,4,3.8303966721727183,3,4,3,4.3777911563540535,0,0,2,3,1,0,2.5297927664594937
Student,6.724967509572757,5,3.8435879035563865,2,3,3,3.568601472742028,1,1,1,2,0,2,2.2411022474530258
Professional,6.500820631674774,3,5.353252758957456,2,5,3,5.452523056216744,0,0,1,1,0,0,5.518674809642581
Professional,8.000841230834107,3,4.373841507675185,2,4,2,5.728278706062367,1,0,0,1,0,0,7.023208157023796
Student,4.103409502048268,1,11.888867820023199,4,2,4,1.6111736804234003,5,4,2,3,5,4,0.0
Professional,7.801252519808346,5,4.782359139504398,3,5,2,5.744375087126807,1,0,0,3,2,0,5.653007131137977
Student,8.297678648004894,5,5.926992648417741,3,4,1,7.930110362002505,1,2,0,1,4,0,8.204158693634831
Student,7.349074277190043,5,3.039757160537133,5,4,1,7.367569066611921,1,2,0,2,1,0,5.632327251870661
Student,4.977129201581274,3,10.279586717455114,5,2,4,3.116768990137535,4,3,3,5,5,5,0.0
Professional,5.263594924280405,1,8.977403137903316,4,2,4,1.8528598104419238,2,1,2,2,3,4,0.0
Student,5.271393722265882,2,8.094357146925779,4,1,4,1.2954068644668109,3,3,2,4,4,5,0.0
Student,6.36954432740062,2,5.771329176483065,3,1,4,3.2398215466383187,2,2,3,2,3,5,0.0
Student,7.131141320707946,5,4.027648937893478,5,4,3,6.459446322082883,1,0,1,4,0,2,3.901936239426187
Student,7.006372666664924,4,3.7320652627566484,2,3,2,3.910997394726565,1,1,1,4,0,3,3.034542587634465
Student,7.370643421102357,5,3.1530435487102544,5,4,3,5.036484362018912,0,0,2,5,0,3,3.366997689661484
Student,7.432149683069949,3,5.388362144849917,3,3,3,4.897227866227628,3,4,1,2,2,2,0.9523682752762981
Student,8.779944333769679,5,4.157069860887916,5,4,3,5.439576023868209,0,1,0,3,1,2,3.975338055498975
Student,7.9296961490534805,4,6.9054990774319505,2,3,3,5.966718099598782,1,2,1,1,2,2,2.6277945916509586
Student,6.846425899431896,5,3.0373214194426765,3,5,2,4.022156298921016,0,0,0,1,2,0,7.123505004497774
Student,4.752855668863062,3,7.597555836574539,4,1,4,3.812473809084206,2,1,1,3,5,5,0.0
Professional,7.181644044372691,3,5.702216618585226,3,5,3,4.619530307945553,1,2,1,4,1,1,3.325929764166436
Student,4.606368923176589,3,8.579459143219852,4,2,3,1.761116672725495,3,3,3,2,4,3,0.0
Student,8.410976260934522,3,3.7078236428513747,2,5,2,3.194543471796091,0,0,1,3,1,0,4.815088585343021
Professional,8.694564918379273,5,5.291972124808847,3,4,3,6.876703633720927,0,1,2,2,3,2,5.557392575769988
Student,7.1729039038063185,5,2.872847444077361,4,4,3,7.346602241318269,1,0,1,2,2,0,4.571613893532464
Student,6.140377504010849,1,9.838339421823264,5,2,5,2.0499865994929554,2,3,2,3,5,5,0.0
Professional,8.17222666634106,3,4.323547760241462,2,5,3,3.3611337336284053,0,1,2,2,2,0,3.8544499998057002
Student,6.63395474838219,3,4.040374854031059,3,5,2,4.099424907525988,1,0,0,2,1,0,4.972617061975618
Student,6.691120745990865,5,6.626451977658402,3,3,3,5.294441755155736,3,3,1,1,5,0,1.0320964780401043
Professional,6.621761554854888,4,6.924829674874246,2,3,2,3.2944642701250855,0,0,0,2,5,0,1.7506579404074316
Professional,7.001763453816242,4,4.057504922529411,3,4,3,7.5678004530619365,1,2,2,4,0,2,3.2945468031837017
Student,4.598163049078576,1,5.513280728742185,4,1,3,2.331773599640891,1,2,0,2,1,4,0.0
Student,6.594584204802196,3,9.15808653815874,4,1,5,2.424179645330377,4,5,1,3,3,5,0.0
Student,8.94036282660579,5,4.980050064640983,5,4,3,6.922522258623658,1,2,1,4,2,3,3.978314407186077
Professional,8.279366131332669,4,2.1272771640996426,4,4,2,6.4802715231958725,0,0,1,2,1,0,6.292531856230781
Student,7.487158908594789,5,5.242426450116156,3,4,1,5.644585827337681,2,1,0,2,2,0,4.650416261881805
Professional,8.311498347882717,5,4.459148973000607,2,4,2,4.032784623079809,1,1,0,0,3,0,7.198997372100242
Professional,4.907532124166843,2,9.186890147326135,4,2,3,1.816028306840946,2,1,0,3,4,4,0.0
Professional,7.2853859508781085,5,4.490900986901242,3,5,1,5.754497411168716,0,0,0,2,4,0,7.1073624848193635
Professional,5.4091033776459225,2,8.964860914840239,5,2,4,3.1070953064015745,3,3,4,4,4,5,0.0
Student,7.016990391070278,4,3.148113821642887,3,4,2,3.9234898817370274,0,0,0,2,2,0,5.915721145155914
Professional,5.240595448042349,2,11.842790690349721,4,2,4,2.6310020246749684,5,5,3,3,5,5,0.0
Student,4.904150980440248,3,8.502841956958472,4,3,4,2.6678354695709467,5,4,1,3,2,4,0.0
Student,6.27258810331443,3,5.48717581550774,2,2,3,1.6340912393609466,0,0,1,3,3,3,0.0
Professional,4.986309059004436,1,8.351361807806972,5,3,4,2.9182506302907365,3,3,5,3,3,3,0.0
Professional,5.724703366192542,3,10.220796428966988,4,2,5,3.4609020441117564,5,5,4,5,5,5,0.0
Professional,4.735883868229506,3,7.073934411630907,3,1,3,3.9062693362160297,1,0,2,2,4,4,0.0
Professional,8.210765957871397,5,5.087911492075635,3,4,2,4.543523634235216,1,1,0,3,1,0,3.9307851456993586
Professional,5.22605634943703,3,9.582369340503524,5,2,5,1.592552240529196,2,3,3,5,4,5,0.0
Professional,6.610880602889315,3,5.421420205923319,3,4,3,4.895630253020674,3,4,2,1,1,0,3.029150619281139
Student,7.194732081549766,5,5.380406315924102,4,4,3,6.693388755183772,0,0,2,2,1,0,3.5576402025158536
Student,6.477650651188947,2,6.414567448746244,4,1,5,3.3413343147457653,0,0,1,4,4,5,0.0
Student,7.703608276733106,4,6.542570998605579,2,3,2,5.762515838770787,2,2,1,2,3,0,2.333615902189904
Student,5.869181401227616,1,6.910866059691268,4,2,5,2.7849309594385203,3,3,1,5,4,5,0.0
Student,6.800528277690765,4,6.66999238592822,3,3,2,3.3205792064721167,3,2,0,2,2,0,2.5949558877261554
Student,5.699158387588928,1,8.457264436677319,3,1,5,3.56491237906537,3,4,3,3,4,5,0.0
Student,7.337555036143725,4,2.2040587316854046,5,5,2,5.231506680895276,0,0,0,3,1,0,3.562818748311231
Professional,6.454909124928526,1,9.726499522242687,2,2,3,2.5532806102102095,3,2,1,2,3,2,0.0
Student,6.737971687999361,5,3.5401781125767084,2,4,2,5.773969372857458,0,0,2,1,1,0,5.821637612352014
Professional,6.886349314008296,3,8.972251855699614,4,2,3,3.1494801069057647,3,4,2,1,4,2,0.0
Student,7.728537229795645,5,3.2634896940900564,5,5,2,5.366213089541128,2,1,0,3,0,0,4.527211762711712
Professional,7.742678619955748,4,4.314789615263333,2,5,2,3.6993138891677226,0,0,0,0,2,0,6.9107043526078575
Professional,4.565911590884504,2,5.5334109705915475,2,1,3,2.276966305621806,2,1,2,2,2,2,0.0
Professional,7.909331774971312,4,6.303207368621052,2,4,2,3.6732072467747923,0,0,1,3,3,0,5.657822822162181
Professional,5.097155154169813,3,9.547686564958529,2,2,4,1.2457753220882248,3,3,1,4,4,5,0.0
Student,6.862270019216784,3,4.737612170546306,2,5,2,4.04601827150897,0,0,0,0,4,0,6.186235842487371
Professional,8.49888169357988,5,5.392041267105672,5,4,3,5.320063287149669,2,3,0,4,3,2,4.277428857137961
Professional,4.6396716014399395,2,10.300050446436899,5,2,5,1.2450461987787802,4,5,3,5,3,4,0.0
Professional,7.421279830934369,5,5.847844695535078,3,5,2,3.7274334830039533,1,1,0,2,4,0,2.8427273283431242
Student,7.0226267831565785,5,4.378371240932669,2,5,3,3.721339754050844,0,0,2,2,1,0,3.6845234235536015
Professional,7.925881977076417,5,6.58174954200126,3,4,3,3.276180764177107,0,0,0,2,3,1,3.7956185227420725
Professional,4.769675654664853,2,8.234577434213177,5,3,4,3.0364419071326405,1,1,1,3,2,4,0.0
Professional,7.280946947705979,5,3.4768253227308445,3,4,2,4.140204078653333,0,0,0,2,2,0,5.370682437162441
Student,4.1535606113173555,2,9.530731261900447,5,3,5,1.2443780924940189,4,5,2,5,2,5,0.0
Student,7.993321817429479,5,3.8111959224603127,2,5,2,3.8623286393842555,0,0,1,2,1,0,5.507351079453642
Student,7.692504357217361,3,4.0228045205128815,3,4,2,4.589549427500217,1,1,2,2,3,0,2.986647520743613
Student,8.863594403904127,5,4.731027289206445,5,4,1,6.225191982219169,2,3,0,3,1,0,4.597819785945397
Student,7.466141029893384,3,3.7023074610341937,3,3,2,5.660226220635282,1,1,0,1,2,0,6.400229062163288
Student,5.933867555026857,2,6.730094997204918,3,1,5,3.2741523260998893,2,2,2,3,4,5,0.0
Student,6.965166645849764,1,6.737519416141241,3,1,4,1.7857244864514086,3,4,2,2,3,4,0.0
Professional,8.563665632851004,4,4.754136594784645,4,5,1,7.0920928861999,1,2,2,3,2,0,5.940617870296454
Professional,6.474493800404115,1,11.105606192128395,5,3,4,1.1055854509754934,4,3,3,4,5,5,0.0
Student,6.85988980912939,2,7.655429082026469,4,2,4,1.1085583914275956,1,1,2,2,4,3,0.0
Professional,8.406359233585183,5,5.202521177101205,3,4,3,4.949352359006481,1,1,3,2,2,0,5.5863424861376725
Professional,6.970339402139961,4,4.643843131675708,2,3,3,3.851660886369346,1,0,2,3,3,2,1.428991735209825
Professional,6.584946849894484,4,3.30056779827144,3,3,3,5.151009934671291,0,1,2,3,0,2,2.7106464006394217
Professional,7.414139693481154,4,5.04539079480343,4,5,1,5.255771274536948,1,1,0,1,3,0,6.577111234949926
Professional,7.750946906833213,3,4.067954804925511,3,3,2,5.668063550103631,1,2,1,2,1,2,3.33689325421373
Student,4.665896288972117,3,7.8418218163311035,4,3,5,3.698323593473759,3,4,2,5,2,5,0.0
Professional,6.6545188649109335,2,6.041604987868023,4,1,5,3.0852751577916746,1,0,3,5,2,5,0.0
Professional,4.513148881077938,1,9.482786066916304,2,1,5,3.919859355204864,2,2,2,4,5,5,0.0
Student,4.778750566522807,1,9.553656657720769,5,3,4,1.584238858828579,1,1,3,4,4,5,0.0
Student,8.26248664072888,3,6.7657307242988995,2,4,3,3.09993618867386,2,1,1,2,2,0,3.0193621551054215
Professional,6.101031931792866,2,5.142982352024108,4,2,5,1.599158551026352,1,1,2,3,1,5,0.0
Professional,4.525976850543078,1,7.091765361492523,5,1,5,2.980164223237231,1,0,2,5,4,5,0.0
Student,8.068494008081863,3,3.153178386914237,2,5,3,4.8149862724111285,0,0,1,2,1,0,5.689969937251386
Professional,6.587062723576036,4,4.845380355908456,3,4,3,5.9972477576158445,0,0,2,5,2,1,2.049237010959652
Student,4.9206814086478206,3,9.013983275191602,4,1,4,1.1407079562938782,1,1,2,3,4,5,0.0
Student,8.817289742238406,4,4.13471048234879,4,5,2,5.395555389510274,1,2,1,2,0,0,5.8110890812854885
Professional,6.729708726288234,2,5.50062195425436,3,1,4,1.6079553138616953,0,0,2,3,1,5,0.0
Professional,6.463923674184838,1,6.256596756429973,2,2,4,1.4159643760335219,0,0,3,3,3,5,0.0
Student,4.380039394235397,3,8.069908418635846,4,2,5,1.6832481832591655,3,4,2,2,4,4,0.0
Student,4.778675387933301,1,9.120720868897513,4,2,5,1.8994361830679753,3,2,3,5,3,5,0.0
Professional,6.248964377120883,3,10.543607197161473,5,2,4,1.3339260393987704,5,5,1,4,5,4,0.0
Student,7.426560045952362,3,3.354096972983131,3,5,2,3.5188561937640843,1,1,0,1,2,0,5.454673021583495
Professional,6.213130563659617,2,9.88187825504508,5,1,5,1.9761095097712778,4,5,4,5,4,5,0.0
Student,8.114170035662465,5,5.749173120203556,4,5,3,7.655796376648118,0,0,1,2,3,1,4.792286669181614
Student,7.595393425392627,5,5.901442592313108,5,5,2,7.02904514456195,1,1,1,4,4,0,4.588063210232013
Professional,6.687197406810716,1,8.153684396835516,3,2,5,3.3923325923836893,3,4,2,2,3,5,0.0
Professional,5.488650310405188,1,8.996097706141649,5,3,4,2.8124604119960854,4,3,2,5,4,5,0.0
Professional,8.352068146632472,5,3.566355223805226,3,4,2,7.787459115681175,0,1,1,2,2,0,5.621538549731479
Professional,7.2183334917561135,5,2.1609191041043663,3,4,3,7.326340610165191,0,1,0,3,1,2,4.971614400880673
Professional,4.258537606923622,1,10.206947080056377,4,3,5,3.58865220052153,5,5,2,4,4,5,0.0
Professional,8.515807071168034,4,2.33975796567194,3,4,3,6.8863829096733005,0,1,0,2,0,0,7.556859872569368
Student,6.656499373493393,5,3.2010754046984524,3,5,2,4.535292016726714,0,0,2,2,1,0,5.62595125258908
Professional,5.042317204356697,3,11.588548349596149,5,3,4,2.3166136570085776,5,5,2,4,5,5,0.0
Student,7.534104434505919,3,3.4712031670459162,3,5,2,5.067043855085861,1,1,1,0,1,0,5.451538016637373
Professional,4.218672546819513,2,8.500254180419038,4,1,4,1.4915468403293728,3,3,3,3,4,5,0.0
Student,6.242395398769311,3,10.528369514008425,4,2,5,3.1206748532166615,2,3,4,4,5,5,0.0
Professional,8.607736762363217,5,2.0916020502338637,3,4,1,5.421552715419243,1,1,0,3,1,0,5.9571053270142675
Student,5.112481761222699,2,8.62061035072854,3,2,5,1.3133613138696179,4,5,1,2,4,3,0.0
Professional,7.9032707953285914,4,2.0585247180208937,5,4,1,6.640320352985194,0,0,0,3,0,0,6.196315068698714
Professional,8.16405504640926,5,3.655376807189581,5,4,2,6.998457187482224,0,1,1,2,1,1,5.140631446947748
Student,4.33266913342834,2,11.789979105281137,5,2,4,3.1935690001546035,5,5,1,3,5,5,0.0
Professional,8.27407744773163,4,5.573076461670793,3,5,2,5.997432429623929,2,1,2,2,4,0,4.108662506908292
Professional,8.479888575621839,4,6.663452289339983,3,3,2,3.099222639471417,1,2,0,3,3,2,3.426749738613388
Professional,8.355131683679309,5,5.614200974991466,3,4,3,4.672461682578966,0,1,4,2,1,0,3.775405814191708
Student,6.383880357962508,3,9.64017279785657,4,3,4,2.452186827287516,3,2,3,5,5,5,0.0
Professional,5.6782462013004436,3,9.549547139212205,4,2,5,1.9411892462940012,4,4,1,4,3,5,0.0
Student,8.121412371489004,3,5.3259437666526805,3,4,2,4.071311745355044,0,0,0,2,3,1,3.621425900421015
Professional,7.493995287067253,4,3.6400435010353145,2,5,3,5.276267785305442,1,1,3,3,2,0,4.267703989355422
Student,7.921872423903898,3,4.249964533147441,2,3,2,4.678218715630245,1,1,2,2,0,1,4.320864191398873
Professional,6.497576537711144,3,9.440419705970713,3,2,4,2.0911087914462283,4,4,1,3,5,3,0.0
Student,6.506721710363859,5,3.577688404232212,2,5,2,5.530443674541132,0,1,2,1,3,0,5.497562760410141
Student,5.716220170640376,2,8.476185546735882,4,1,4,2.3380352453023674,4,3,1,5,5,5,0.0
Student,8.394808631871491,5,3.748363262918411,3,4,2,4.516434766625618,1,1,0,2,1,1,4.7509223012096875
Professional,7.08295288787519,4,2.8549780344432807,3,5,1,6.236750370789701,0,0,1,2,0,0,7.056842036793723
Professional,7.091801127949128,5,3.5951359341197473,2,3,2,3.9359205926494494,0,1,0,1,0,0,5.033069057960167
Professional,6.660901367706902,5,3.9779514822393525,2,5,2,3.2640720875706806,0,1,1,0,2,0,5.473967497097971
Student,5.733238955549364,3,11.52728869132158,5,3,4,1.9773839792824153,3,3,2,4,5,5,0.0
Student,7.191309197923449,5,5.668634889850045,2,4,3,4.645492023315668,2,3,1,2,2,2,0.7096027421822195
Student,7.160685811865571,5,6.725261916294134,3,5,2,4.062176786086932,4,5,2,0,3,0,3.879843019701606
Student,8.001791643392332,4,4.737057946494871,3,3,3,4.441335715500537,2,2,0,3,2,2,2.271767984255426
Professional,7.61876434802904,3,4.477910111937748,2,4,2,3.8622201942562135,0,0,0,1,2,0,5.561677578620641
Student,7.65005019383728,4,4.374709143579923,2,3,3,3.205731845541373,0,0,3,2,3,2,1.5171420158942994
Student,7.921752736924796,4,3.7035063631519494,3,4,2,3.714688480132775,0,0,1,2,1,0,5.422560853428046
Student,6.6037525501781476,1,9.906839874054148,2,1,4,2.74727099329036,4,3,3,3,4,5,0.0
Student,4.525683710260881,3,9.737668842546604,4,2,4,1.5354930399232565,5,5,5,4,5,5,0.0
Professional,5.746168416029066,1,11.939245687424854,4,1,5,2.500768628121925,4,5,4,3,4,5,0.0
Professional,8.47300040562282,3,4.139570857021145,2,4,2,4.460007323255655,2,1,1,1,2,0,4.8960483497566765
Professional,5.786259797258337,3,8.853760021556809,3,1,4,3.0076588174460417,3,4,2,4,4,4,0.0
Student,6.2637410806271046,3,9.365613914511282,5,3,5,2.0153366609873573,5,5,3,5,5,5,0.0
Professional,6.604670437879489,3,5.222438107976213,2,3,2,4.315178428930026,1,1,0,3,4,2,1.127812819308869
Professional,7.548889536131919,4,4.663709762536724,3,4,3,6.751425228552403,0,0,1,2,3,1,3.683329389963045
Professional,7.701633264677568,4,6.855093821041226,3,4,3,4.4424173828059015,2,3,2,2,3,3,0.806342826954968
Student,6.553092672599886,3,3.3326814070211506,3,4,3,5.8829226435467215,0,1,1,3,1,3,1.2785314215456274
Professional,5.753324326221723,2,9.394399823125472,4,2,5,2.904996457781732,3,4,2,4,4,5,0.0
Professional,6.33668142286567,3,6.586743731049157,3,2,3,2.787054925403913,1,1,0,3,3,3,0.0
Professional,5.357279662481206,2,9.416102758490084,4,3,4,3.2966429488839095,4,3,2,5,2,5,0.0
Student,7.9420500763899415,5,3.8728123862912494,3,4,2,5.262282810673951,1,2,1,2,1,0,6.381317069890429
Professional,5.432382639566911,1,6.2790844167128235,3,1,4,3.763824151747113,0,0,2,3,2,5,0.0
Professional,7.515952246488274,5,3.8747191979934392,2,4,2,4.997742999024783,0,0,1,1,3,0,5.168677337595671
Professional,7.224898928027867,5,6.863258938817204,2,3,3,5.283394660734338,1,0,1,1,2,2,1.9645335717119563
Student,5.8308488800915494,3,8.381533096670259,5,1,4,3.6214733303845326,4,3,2,2,4,4,0.0
Professional,6.438571904164098,1,11.525783003081159,5,2,5,3.1582446393705963,4,3,2,5,5,5,0.0
Student,5.796333850731121,1,9.413661952954552,4,3,5,1.3789161413218425,5,5,3,5,5,5,0.0
Professional,6.462454329997081,1,7.065864326232599,4,1,3,1.9550812394334405,2,2,0,3,4,4,0.0
Student,8.436313391847461,4,4.1798945231627584,4,4,2,6.794577445543317,1,1,0,2,3,0,5.417572846527274
Professional,8.467795530294287,5,5.474535177108148,3,4,3,7.5430698612666,1,2,1,3,2,1,4.138136931419858
Professional,6.545349178852694,3,4.594787276272556,3,4,2,5.853257403645539,0,1,0,1,2,0,5.440280000193226
Student,4.868941953762517,3,9.819399648167316,3,1,5,2.5532053733780122,4,4,3,4,4,5,0.0
Professional,5.060788687433338,3,5.983769765943691,3,1,3,1.750466235761098,3,4,1,2,1,4,0.0
Student,5.708888163502479,2,7.218596247683395,4,1,4,3.2132700934350122,3,4,2,3,4,5,0.0
Student,7.389895956543977,3,3.8897446143469017,3,4,2,4.280446967025534,0,1,1,1,3,0,6.368509388658966
Professional,7.334902921045031,5,2.904484590396835,5,5,2,5.1385968128264095,1,1,1,3,0,0,5.971427447105715
Professional,6.709420440207738,4,4.995837089939423,3,3,3,4.476981450554136,0,0,1,3,3,3,1.970120708723828
Student,7.905092345887624,5,6.622459961739928,2,3,2,4.218484479612725,3,3,2,0,2,0,3.3453371589264522
Professional,6.761813873694748,5,4.657265447351596,3,3,3,3.803771487086519,1,0,3,1,2,0,3.351197304435204
Student,8.673892979321842,4,5.327474459295313,5,5,3,6.838096841056895,2,2,1,2,2,0,4.1998768873828665
Professional,7.53798681326982,5,3.7051073427902317,3,4,1,7.001542876502727,0,0,1,2,2,0,6.370030584589963
Professional,8.31856536232727,3,6.428805387491632,3,3,2,3.103266299740924,2,2,0,1,2,2,2.650925453481256
Professional,4.607633728730808,2,10.328939095161767,5,3,5,3.159764356511365,4,5,2,5,5,5,0.0
Professional,5.379840118116649,2,11.396319914426202,4,2,5,1.8682646300937684,5,5,3,3,5,5,0.0
Professional,5.243746248709444,3,7.289822317914016,5,2,4,3.7064833511303408,4,5,2,4,2,5,0.0
Professional,7.195817346974489,3,3.8982064065707593,3,5,3,5.836382675436383,0,0,1,2,0,0,4.19898561440052
Professional,6.2688869483731064,1,8.594605959412382,5,3,5,1.5292916108173489,3,3,2,4,1,4,0.0
Professional,7.716610324815171,5,4.240010162554917,5,5,2,6.87188717298568,0,0,0,3,2,0,6.877241516538836
Student,6.804436732708599,3,3.450362924114668,3,4,3,5.972905010337283,1,0,0,3,1,4,2.673608583892094
Student,6.878553658821203,5,6.635622603093989,3,5,2,4.8650773655796735,2,1,2,1,3,0,4.107192763228156
Student,5.105267668822249,3,10.07449924452419,4,1,5,2.4295682219035264,4,4,3,5,3,5,0.0
Student,6.308781295223206,1,5.71173534481162,4,2,4,3.206985647648594,2,1,2,2,1,4,0.0
Student,8.937373928925638,5,4.124269531466391,4,5,2,7.7565683267772485,1,0,0,1,3,0,8.255978383310492
Student,8.32562187249953,4,4.417629133581583,4,5,3,7.42311867828215,1,0,0,4,0,3,5.2513949520022685
Professional,6.055845336267678,1,8.906345968847885,5,3,5,3.581350895129132,4,3,2,5,2,5,0.0
Student,4.8142945024533885,1,9.895955581826692,4,1,5,1.4575961475549586,3,4,2,4,5,5,0.0
Professional,6.836679406431388,3,4.65974408363666,2,4,3,4.878388821208447,1,0,1,0,1,0,4.820071085336409
Professional,7.162810487979533,4,5.532810870795329,4,5,3,7.876679010062233,2,3,2,5,1,2,2.190724291240809
Student,5.788868671708704,2,7.595998843658202,4,1,4,3.331110945819086,2,1,1,2,5,3,0.0
Professional,8.664773667099409,5,2.3997996960469865,5,4,1,6.624570144784911,0,1,0,1,0,0,4.953628634714228
Student,5.695957994094479,2,6.778707413549681,4,1,4,2.542556484747826,2,3,3,3,2,5,0.0
Professional,8.031172333783209,5,4.460436277796184,5,4,1,7.054902309158616,1,1,0,1,0,0,7.209920223996003
Student,7.087638799142946,4,6.939705159563625,3,4,2,4.467487419725481,4,3,1,1,2,0,2.824528882456868
Professional,5.551707810266009,1,6.159828793203461,4,1,5,2.778123229901155,0,0,2,4,2,5,0.0
Student,7.976101787871041,3,4.679880095598895,2,4,3,5.38415925979413,1,1,1,1,1,0,5.339219926635122
Professional,6.451882376010794,3,9.34448772256098,4,1,5,3.5159111467651876,1,0,2,4,3,5,0.0
Professional,7.72781132182386,5,4.498058470634193,3,4,3,4.153738454044939,1,0,2,1,1,0,4.525770778904684
Professional,7.2839686694852865,5,5.245938265329276,2,3,3,5.268950710584409,1,0,1,1,3,1,3.845745136447948
Professional,6.210473069499456,3,11.94880975596034,5,2,4,1.1055672536204795,5,4,1,3,5,5,0.0
Professional,7.793010014412363,5,4.913444809516724,3,4,3,3.855286869219857,0,0,0,3,4,2,2.2340418078833433
Student,6.3225238763336,2,9.789066769075356,5,1,5,1.958665790156571,3,3,4,4,5,5,0.0
Professional,6.358102368994647,1,7.663215120133008,4,1,5,1.206982326333814,2,3,3,4,4,5,0.0
Student,7.8130946284715845,3,3.7934544249603386,2,3,2,5.12356725122638,0,0,0,1,1,0,5.272106529807328
Student,6.519714278870746,5,5.664047165104746,2,5,3,3.206941193409372,2,3,1,4,1,2,2.099134850196414
Student,4.448485682779657,1,10.384053991430616,5,3,5,2.351024757585555,4,5,3,5,5,5,0.0
Student,7.960529395630269,3,3.4114623312166183,3,5,2,3.4202011266336183,0,1,2,3,0,0,2.8851327057717255
Professional,8.818724589365472,4,4.718510786767985,3,5,2,5.95626956875031,1,0,2,2,3,0,5.556738876016807
Student,7.881393623723042,5,3.301601530894503,5,5,1,6.964854577833357,1,1,0,2,1,0,7.950792412730549
Professional,5.0761394173607846,1,5.8923014492679275,2,1,3,1.407367534728737,2,2,3,1,3,3,0.0
Student,7.077134612246236,4,2.57476478957621,3,5,1,6.493552697657028,0,0,0,2,1,0,6.006289796992703
Student,4.844034199053338,1,8.349149625208351,5,2,5,2.088046210202844,3,4,4,5,4,5,0.0
Professional,7.384600847332267,4,2.307405350954723,3,5,3,7.240823145989994,0,1,2,5,2,3,4.085844948239903
Student,7.021222741616199,3,4.198248472361358,2,4,3,3.682165034442753,0,0,1,3,2,0,3.549421313449091
Student,7.971791393263987,4,3.013991825473205,2,3,3,4.541025187758554,0,1,2,2,2,2,3.4066030572197996
Professional,8.312752218799709,4,4.028494203740036,4,4,1,7.035781661252775,1,0,1,0,2,0,7.130191642449205
Student,6.399284832833892,1,10.853235942068094,4,3,4,2.3301344027668063,5,4,0,4,5,4,0.0
Professional,8.366154635852556,5,4.291920479250857,5,5,3,5.435984425969268,0,0,0,3,4,1,4.56630330904025
Professional,5.828884604130362,3,9.986607738614616,3,1,3,3.9601751970146424,3,2,1,3,4,5,0.0
Professional,5.516629789711594,1,9.592652258928924,4,2,3,3.1263809347046734,3,2,0,3,4,3,0.0
Professional,6.333657502650702,2,9.604195930468979,2,2,3,3.864635086852564,2,3,0,4,5,2,0.0
Professional,5.74114522959226,2,11.400950971680373,4,2,4,3.821856408791345,3,4,2,2,5,4,0.0
Student,7.25487442631755,4,4.657305723307653,3,4,3,5.989253012559693,1,1,1,4,1,5,2.0268566522899434
Professional,5.391380346105778,1,8.660721957074049,5,1,4,3.0248832069851783,3,3,2,5,3,5,0.0
Student,6.479848286562045,3,8.286649800917179,5,1,4,2.5486953857541663,4,4,2,4,4,5,0.0
